query,result,rank,click,dwell_time,relevance,ctr,adjusted_relevance
cheap flights tokyo,Flight deals to Tokyo,1,1,40,1,0.003246753246753247,40
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,3,1,0.003246753246753247,3
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,47,1,0.0033112582781456954,47
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,1,51,1,0.003246753246753247,51
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,1,31,1,0.003246753246753247,31
learn python,Python for beginners,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,1,22,1,0.003355704697986577,22
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,56,1,0.0031545741324921135,56
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
weather new york,NYC weather today,1,1,23,1,0.0033112582781456954,23
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,1,23,1,0.0031545741324921135,23
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
learn python,Python tutorial,1,1,26,1,0.003246753246753247,26
learn python,Learn Python fast,2,1,30,1,0.003246753246753247,30
learn python,Python for beginners,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,1,52,1,0.003355704697986577,52
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
learn python,Python tutorial,1,1,40,1,0.003246753246753247,40
learn python,Learn Python fast,2,1,14,1,0.003246753246753247,14
learn python,Python for beginners,3,0,0,0,0.0,0
weather new york,NYC weather today,1,1,59,1,0.0033112582781456954,59
weather new york,Weather forecast,2,1,17,1,0.0033112582781456954,17
weather new york,New York climate,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,1,35,1,0.003355704697986577,35
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,1,33,1,0.003246753246753247,33
learn python,Python for beginners,3,1,2,1,0.003246753246753247,2
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,1,34,1,0.0033112582781456954,34
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,31,1,0.0033112582781456954,31
learn python,Python tutorial,1,1,9,1,0.003246753246753247,9
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,1,20,1,0.003355704697986577,20
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,1,3,1,0.0031545741324921135,3
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,1,58,1,0.0031545741324921135,58
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,11,1,0.0031545741324921135,11
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,46,1,0.0031545741324921135,46
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,1,16,1,0.003355704697986577,16
best laptop gaming,Top gaming laptops,3,1,10,1,0.003355704697986577,10
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,1,6,1,0.003246753246753247,6
cheap flights tokyo,Best airlines to Japan,3,1,42,1,0.003246753246753247,42
best laptop gaming,Laptop A review,1,1,21,1,0.003355704697986577,21
best laptop gaming,Laptop B specs,2,1,29,1,0.003355704697986577,29
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,2,1,0.0031545741324921135,2
cheap flights tokyo,Flight deals to Tokyo,1,1,59,1,0.003246753246753247,59
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,25,1,0.003246753246753247,25
best programming languages 2025,Best languages to learn,1,1,38,1,0.0031545741324921135,38
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,1,59,1,0.0031545741324921135,59
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,45,1,0.0031545741324921135,45
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,1,39,1,0.003246753246753247,39
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,1,38,1,0.003355704697986577,38
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,1,7,1,0.003246753246753247,7
learn python,Python for beginners,3,1,44,1,0.003246753246753247,44
best laptop gaming,Laptop A review,1,1,13,1,0.003355704697986577,13
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0
weather new york,NYC weather today,1,1,28,1,0.0033112582781456954,28
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,20,1,0.0033112582781456954,20
learn python,Python tutorial,1,1,4,1,0.003246753246753247,4
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,32,1,0.003246753246753247,32
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,1,58,1,0.003355704697986577,58
best laptop gaming,Top gaming laptops,3,1,30,1,0.003355704697986577,30
best programming languages 2025,Best languages to learn,1,1,7,1,0.0031545741324921135,7
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
weather new york,NYC weather today,1,1,5,1,0.0033112582781456954,5
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,1,37,1,0.0033112582781456954,37
best laptop gaming,Laptop A review,1,1,27,1,0.003355704697986577,27
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,1,28,1,0.003355704697986577,28
best programming languages 2025,Best languages to learn,1,1,13,1,0.0031545741324921135,13
best programming languages 2025,Top programming languages,2,1,30,1,0.0031545741324921135,30
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,1,48,1,0.003246753246753247,48
learn python,Python for beginners,3,1,53,1,0.003246753246753247,53
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0
best laptop gaming,Top gaming laptops,3,1,26,1,0.003355704697986577,26
weather new york,NYC weather today,1,0,0,0,0.0,0
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,45,1,0.0033112582781456954,45
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,1,17,1,0.003355704697986577,17
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,1,58,1,0.003246753246753247,58
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,0,0,0,0.0,0
learn python,Python tutorial,1,1,14,1,0.003246753246753247,14
learn python,Learn Python fast,2,1,46,1,0.003246753246753247,46
learn python,Python for beginners,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0
best laptop gaming,Top gaming laptops,3,1,47,1,0.003355704697986577,47
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,1,10,1,0.003246753246753247,10
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,0,0,1,0.0,0
learn python,Python tutorial,1,1,9,1,0.003246753246753247,9
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,0,0,1,0.0,0
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,1,47,1,0.003246753246753247,47
best laptop gaming,Laptop A review,1,1,15,1,0.003355704697986577,15
best laptop gaming,Laptop B specs,2,1,26,1,0.003355704697986577,26
best laptop gaming,Top gaming laptops,3,1,37,1,0.003355704697986577,37
weather new york,NYC weather today,1,1,43,1,0.0033112582781456954,43
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,0,0,1,0.0,0
learn python,Python tutorial,1,1,57,1,0.003246753246753247,57
learn python,Learn Python fast,2,1,11,1,0.003246753246753247,11
learn python,Python for beginners,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0
best programming languages 2025,Top programming languages,2,1,50,1,0.0031545741324921135,50
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,33,1,0.003246753246753247,33
cheap flights tokyo,Cheapest Tokyo flights,2,1,11,1,0.003246753246753247,11
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,7,1,0.0031545741324921135,7
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,53,1,0.0031545741324921135,53
learn python,Python tutorial,1,1,46,1,0.003246753246753247,46
learn python,Learn Python fast,2,1,26,1,0.003246753246753247,26
learn python,Python for beginners,3,1,25,1,0.003246753246753247,25
weather new york,NYC weather today,1,1,7,1,0.0033112582781456954,7
weather new york,Weather forecast,2,1,52,1,0.0033112582781456954,52
weather new york,New York climate,3,0,0,0,0.0,0
learn python,Python tutorial,1,1,45,1,0.003246753246753247,45
learn python,Learn Python fast,2,1,8,1,0.003246753246753247,8
learn python,Python for beginners,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,1,23,1,0.003355704697986577,23
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,1,14,1,0.003355704697986577,14
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,1,24,1,0.0031545741324921135,24
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
learn python,Python tutorial,1,1,22,1,0.003246753246753247,22
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,1,36,1,0.0031545741324921135,36
best programming languages 2025,Top programming languages,2,1,29,1,0.0031545741324921135,29
best programming languages 2025,Most in-demand coding skills,3,1,54,1,0.0031545741324921135,54
learn python,Python tutorial,1,1,50,1,0.003246753246753247,50
learn python,Learn Python fast,2,1,33,1,0.003246753246753247,33
learn python,Python for beginners,3,0,0,0,0.0,0
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,1,44,1,0.0033112582781456954,44
weather new york,New York climate,3,1,45,1,0.0033112582781456954,45
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,1,52,1,0.003355704697986577,52
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,26,1,0.0031545741324921135,26
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,19,1,0.0031545741324921135,19
weather new york,NYC weather today,1,1,11,1,0.0033112582781456954,11
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,46,1,0.0033112582781456954,46
weather new york,NYC weather today,1,0,0,0,0.0,0
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,1,9,1,0.0033112582781456954,9
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,1,13,1,0.003355704697986577,13
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0
best laptop gaming,Top gaming laptops,3,1,20,1,0.003355704697986577,20
best laptop gaming,Laptop A review,1,1,23,1,0.003355704697986577,23
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0
best laptop gaming,Top gaming laptops,3,1,44,1,0.003355704697986577,44
best programming languages 2025,Best languages to learn,1,1,46,1,0.0031545741324921135,46
best programming languages 2025,Top programming languages,2,1,54,1,0.0031545741324921135,54
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
learn python,Python tutorial,1,1,45,1,0.003246753246753247,45
learn python,Learn Python fast,2,1,34,1,0.003246753246753247,34
learn python,Python for beginners,3,1,21,1,0.003246753246753247,21
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
weather new york,NYC weather today,1,0,0,0,0.0,0
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,0,0,1,0.0,0
weather new york,NYC weather today,1,1,52,1,0.0033112582781456954,52
weather new york,Weather forecast,2,1,31,1,0.0033112582781456954,31
weather new york,New York climate,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,1,28,1,0.0031545741324921135,28
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
learn python,Python tutorial,1,1,37,1,0.003246753246753247,37
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,29,1,0.003246753246753247,29
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,1,41,1,0.003355704697986577,41
best laptop gaming,Top gaming laptops,3,1,20,1,0.003355704697986577,20
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,1,23,1,0.0031545741324921135,23
